LP08_Fe_Mn,LP08_Fe_Mn,LP16_Fe_Mn,LP16_Fe_Mn
2682.12,3.135947012,5387.77,4.089981825
2684.67,3.141162927,5415.07,3.750673703
2687.21,3.220948603,5442.38,4.359153389
2689.76,3.003726068,5469.68,3.837426226
2692.31,3.022444137,5496.99,3.962010812
2694.85,3.04770614,5524.29,3.839246826
2696.12,3.046078858,5551.6,3.614379983
2698.67,3.251047338,5578.9,3.530847284
2701.21,3.198619269,5606.21,4.218456733
2703.76,3.176016624,5633.51,4.212339216
2706.31,3.067477537,5660.81,4.633090027
2707.58,3.124496605,5688.12,3.498516805
2710.12,3.118583974,5715.42,3.59300148
2712.67,3.168193549,5742.73,3.825011628
2715.21,3.170203906,5770.03,4.370222546
2717.76,3.209277671,5797.34,3.74936401
2720.31,3.052242131,5824.64,4.020403347
2721.58,2.888954323,5851.95,4.188510577
2724.12,3.102224224,5879.25,4.694901741
2726.67,2.997868149,5906.56,3.953049006
2729.22,2.854004114,5933.86,4.271461803
2731.78,2.64619892,5961.17,4.223041758
2733.06,2.835606008,5988.47,4.350207037
2735.61,3.005998802,6015.78,3.907278946
2738.17,2.827123603,6043.08,4.523165461
2740.72,2.955882661,6070.39,4.937572527
2743.28,3.018755785,6097.69,5.158924674
2745.83,3.057829631,6125,4.052864217
2747.11,3.063367731,6152.3,4.55343358
2749.66,3.103312546,6179.6,4.649187071
2752.22,3.261528545,6206.91,3.742372105
2754.77,2.976615055,6234.21,3.921471895
2757.33,2.926639637,6261.52,3.015861645
2758.6,2.964818927,6288.82,3.094053856
2761.16,2.849639655,6316.13,2.45868527
2763.71,2.997106329,6343.43,2.790049984
2766.27,3.004916163,6370.74,4.320459884
2768.82,3.044925908,6398.04,3.738940193
2771.38,3.088306474,6425.35,3.999292286
2772.66,2.987889096,6452.65,4.849096276
2775.21,2.798426209,6479.96,4.640513787
2777.77,2.991770354,6507.26,4.305021345
2780.32,2.978431,6534.57,2.768706195
2782.88,2.967659491,6561.87,3.409400453
2784.15,3.005777802,6589.18,4.43267519
2786.71,2.993251722,6616.48,4.157833092
2789.26,3.013806166,6643.79,3.527852977
2791.82,2.87246548,6671.09,4.304171493
2794.37,3.004524676,6698.39,4.045387717
2796.93,3.02129949,6725.7,4.184678956
2798.2,3.174927851,6753,4.106980442
2800.76,3.084290405,6780.31,4.115158194
2803.31,3.130252102,6807.61,4.148751284
2805.87,3.049921886,6834.92,3.969896005
2808.42,3.200737634,6862.22,4.461299816
2809.7,2.955541393,6889.53,4.952692259
2812.26,3.168307031,6916.83,4.777941072
2814.81,3.163978442,6944.14,5.487939793
2817.37,3.121846521,6971.44,5.237770867
2819.92,3.035231655,6998.75,4.803474447
2822.48,3.126532338,7026.05,4.348899676
2823.75,3.173265964,7053.36,4.119892607
2826.31,3.070539367,7080.66,5.183152851
2828.86,3.022527416,7107.97,4.427960541
2831.42,3.11189784,7135.27,5.518869327
2833.97,3.189333195,7162.58,4.657089866
2835.25,3.347093123,7189.88,4.724781614
2837.8,3.186058306,7217.18,4.637252733
2840.36,3.126804726,7244.49,4.88697294
2842.91,3.120329646,7271.79,6.625392368
2845.47,3.258222633,7299.1,5.969389339
2848.02,3.125977433,7326.4,5.03396464
2849.3,3.238999841,7353.71,4.935617818
2851.86,3.131506572,7381.01,6.462462001
2854.41,3.14668636,7408.32,5.138048719
2856.93,3.121393797,7435.62,5.208740719
2859.45,3.250353195,7462.93,4.561422167
2860.7,3.277298955,7490.23,5.042263152
2863.22,3.402106811,7517.54,5.111862278
2865.74,3.188970159,7544.84,6.248725313
2868.26,3.173442795,7572.15,5.249652195
2870.77,3.082459519,7599.45,4.82255359
2873.29,3.047952973,7626.76,4.949885003
2874.55,3.392441209,7654.06,5.449047569
2877.07,3.219941923,7681.37,5.207592811
2879.58,3.178552111,7708.67,4.900971383
2882.1,3.250055868,7735.97,5.026609587
2884.62,3.233449955,7763.28,5.219077367
2885.88,3.218968844,7790.58,5.225279056
2888.39,3.194258099,7817.89,4.986197699
2890.91,3.308642412,7845.19,4.823172338
2893.43,3.252054224,7872.5,5.057382557
2895.95,3.096003875,7899.8,4.82712384
2898.46,3.21086215,7927.11,4.755894479
2899.72,3.230326722,7954.41,4.598820958
2902.24,3.176686776,7981.72,4.700480366
2904.76,3.21907885,8009.02,4.860099472
2907.27,3.094938154,8036.33,4.408792861
2909.79,3.133250553,8063.63,5.199574472
2911.05,3.098483755,8090.94,4.892227063
2913.57,2.93587144,8118.24,5.356089627
2916.08,3.115653694,8145.55,4.780173362
2918.6,3.399387836,8172.85,4.751658321
2921.12,3.079942111,8200.16,4.716527391
2923.64,3.17082884,8227.46,4.455323209
2924.89,3.081052776,8254.76,4.856636118
2927.41,2.955113621,8282.07,4.961111528
2929.93,2.975914125,8309.37,4.847832153
2932.45,2.886999073,8336.68,4.628650319
2934.96,2.82187365,8363.98,4.706581738
2936.22,2.804603389,8391.29,4.899063398
2938.74,2.934514209,8418.59,4.793552574
2941.26,2.962566364,8445.9,4.989988833
2943.77,2.877349743,8473.2,4.921157535
2946.29,2.934672017,8500.51,5.475453086
2948.81,2.949688335,8527.81,4.648186786
2950.07,2.988447741,8555.12,4.936446876
2952.58,2.846280681,8582.42,4.458553554
2955.1,2.848581374,8609.73,4.907716958
2957.62,2.945878386,8637.03,4.575959808
2960.14,2.991566058,8664.34,5.210578452
2961.39,2.892663815,8691.64,4.821846266
2963.91,2.774238304,8718.95,5.058824677
2966.43,2.940785785,8746.25,5.273773328
2968.95,2.902060962,8773.55,4.858831794
2971.46,2.850877659,8800.86,4.368441394
2973.98,2.813923406,8828.16,4.804751179
2975.24,2.878628355,8855.47,4.50918181
2977.76,2.725342543,8882.77,5.224879145
2980.27,2.876688363,8910.08,4.687443216
2985.03,2.970123709,8937.38,4.957776624
2989.78,2.991616165,8964.69,5.13386505
2992.16,2.946430615,8991.99,4.979421465
2996.92,3.125959603,9019.3,4.65879558
3001.67,3.100462092,9046.6,4.983606622
3006.43,3.010637699,9054.96,5.196114254
3011.18,3.181280383,9063.33,4.677180722
3015.94,3.294167138,9071.69,4.792132122
3018.31,3.102553985,9080.05,4.749328248
3023.07,2.943282984,9088.41,5.239867797
3027.82,2.900149948,9096.77,5.098458307
3032.58,3.029033998,9105.13,5.386531723
3037.33,3.123686588,9113.49,6.309358681
3039.71,3.072590808,9121.86,4.793938579
3044.47,2.99424307,9130.22,5.03504752
3049.22,2.95676782,9138.58,5.15198198
3053.98,3.048942334,9146.94,5.11491628
3058.73,2.769548786,9155.3,5.162767131
3063.49,2.831231744,9163.66,5.086005096
3065.86,2.882384809,9172.03,5.798022563
3070.62,2.853289479,9180.39,5.27882869
3075.37,2.932798049,9188.75,5.942913485
3080.13,2.800346536,9197.11,5.10261638
3084.88,2.702466545,9205.47,4.708296629
3087.26,2.953481594,9213.83,4.523320291
3092.02,3.041785594,9222.19,6.368015645
3096.77,3.0775833,9230.56,4.696685295
3101.53,2.945833061,9238.92,4.813631131
3106.28,2.941589974,9247.28,5.21166956
3111.04,3.121785113,9255.64,5.337930467
3113.41,2.83646264,9264,4.742126263
3118.17,3.054443301,9272.36,5.132115192
3122.92,3.127557666,9280.73,5.212432627
3127.68,3.182376787,9289.09,5.039262688
3132.43,2.998772145,9297.45,5.973501137
3134.81,3.006049241,9305.81,5.328380392
3139.57,3.035784741,9314.17,5.592247485
3144.32,3.07526627,9322.53,5.819441133
3149.08,3.159468204,9330.89,6.098787422
3153.83,3.045903567,9339.26,5.753848567
3158.59,3.072840276,9347.62,5.516832039
3160.96,3.020615914,9355.98,5.673247738
3165.72,2.94333902,9364.34,5.575462468
3170.47,3.084549414,9372.7,5.923307673
3175.23,2.888038035,9381.06,5.521788137
3179.98,3.047157138,9389.43,5.487315929
3182.36,3.167635962,9397.79,5.607483855
3187.12,3.151267921,9406.15,6.379032354
3191.87,3.104608768,9414.51,5.708558286
3196.63,3.040863554,9422.87,6.165961027
3201.38,2.914975305,9431.23,5.939865208
3206.14,3.233235506,9439.59,5.387771877
3208.51,3.097926688,9447.96,5.842851986
3213.27,3.110055098,9456.32,5.926473946
3218.02,3.080461574,9464.68,5.695774304
3222.86,3.076109373,9473.04,5.000928471
3227.7,2.908084966,9481.4,4.826698989
3230.12,3.04511899,9489.76,5.14007734
3234.96,3.104420579,9498.13,4.997145373
3239.8,3.183468029,9506.49,5.526098795
3244.63,3.208590554,9514.85,4.857455336
3249.47,3.284663565,9523.21,5.457706403
3254.31,3.177569217,9531.57,4.415172182
3256.73,3.143805852,9539.93,4.639494929
3261.57,3.367692105,9548.29,4.17438727
3266.41,3.253249,9556.66,5.010635294
3271.24,3.301956265,9565.02,4.272747989
3276.08,3.286109574,9573.38,4.40370017
3278.5,3.170004645,9581.74,4.201845642
3283.34,3.176186416,9590.1,4.432237254
3288.18,3.20843314,9598.46,5.149078845
3293.02,3.407055893,9606.82,4.030067445
3297.85,3.155748073,9615.19,5.163833139
3302.69,3.304711726,9623.55,4.487899314
3305.11,3.246055946,9631.91,3.916261797
3309.95,3.092228552,9640.27,4.611045748
3314.79,3.208521399,9648.63,4.665567078
3319.63,3.042235071,9656.99,4.189984069
3324.46,2.999092008,9665.36,4.109176551
3326.88,3.025669267,9673.72,4.605366245
3331.72,3.037152728,9682.08,3.736596542
3336.56,3.081485763,9690.44,4.300555438
3341.4,3.114069172,9698.8,4.114592723
3346.24,3.037013016,9707.16,3.840295305
3351.07,2.958638149,9715.52,3.687127921
3353.49,2.962837011,9723.89,3.659079344
3358.33,3.030967261,9732.25,3.56232078
3363.17,3.005163964,9740.61,3.404293359
3368.01,3.105963719,9748.97,3.917116395
3372.85,3.040955782,9757.33,3.793882763
3375.26,3.018546951,9765.69,3.908606322
3380.1,2.919638781,9774.06,4.018715966
3384.94,2.941301229,9782.42,3.691229631
3389.78,2.842756896,9790.78,3.65186748
3394.62,2.970217207,9799.14,3.946066522
3399.45,2.621564172,9807.5,4.041632576
3401.87,2.909288917,9815.86,4.365727862
3406.71,2.95078996,9824.22,4.351743138
3411.55,2.890371758,9832.59,3.980391209
3416.39,2.896594553,9840.95,4.366885996
3421.23,2.884608053,9849.31,4.869215729
3423.65,3.00884043,9857.67,4.379709137
3428.48,3.099805489,9866.03,4.522615267
3433.32,3.057224407,9874.39,4.380650688
3438.16,3.044362629,9882.76,3.92152991
3443,2.922763254,9891.12,3.988160662
3447.84,2.962218094,9899.48,3.898401237
3450.26,2.991878704,9907.84,4.212800772
3455.09,3.066489756,9916.2,4.580168884
3459.93,2.966027119,9924.56,4.238185872
3464.51,3.013323549,9932.92,4.153537941
3469.09,2.871014036,9941.29,4.31338522
3471.38,3.061067671,9949.65,4.405193694
3475.95,3.01489531,9958.01,4.726281012
3480.53,2.736786596,9966.37,4.512917826
3485.11,2.988010227,9974.73,4.333210855
3489.69,3.115191053,9983.09,4.345148004
3494.26,2.882187349,9991.46,4.369045923
3496.55,2.959317746,9999.82,4.678969669
3501.13,3.386050566,10008.18,4.802995929
3505.71,2.763220379,10016.54,4.55759803
3510.28,2.822713109,10024.9,4.239756851
3514.86,2.783967401,10033.26,4.856563976
3517.15,2.804968098,10041.62,4.580822109
3521.73,2.799632014,10049.99,4.507142943
3526.31,2.764906226,10058.35,4.840546306
3530.88,2.811461916,10066.71,4.956902379
3535.46,2.994908889,10075.07,4.823913828
3540.04,2.85382796,10083.43,4.320815904
3542.33,2.820956143,10091.79,4.327824123
3546.9,2.804050591,10100.16,5.02031056
3551.48,2.834620364,10108.52,4.351508403
3556.06,2.964617348,10116.88,4.932828181
3560.64,2.950465307,10125.24,5.193583894
3562.93,2.910129348,10133.6,4.657217825
3567.5,2.821793207,10141.96,4.71784931
3572.08,2.816092831,10150.32,4.554414588
3576.66,2.928653944,10158.69,4.279363096
3581.24,3.003131884,10167.05,4.98569265
3585.81,2.937777162,10175.41,4.864232301
3588.1,2.858110896,10183.77,5.182036012
3592.68,2.920769235,10192.13,5.081452513
3597.26,2.965837799,10200.49,5.005261403
3601.83,3.241244461,10208.86,4.920579048
3606.41,3.216953979,10217.22,5.193974851
3608.7,3.035038327,10225.58,4.727819411
3613.28,2.992633013,10233.94,4.829744293
3617.86,2.843529482,10242.3,4.670441857
3622.43,2.837367599,10250.66,4.611472126
3627.01,3.15124848,10259.02,4.553990071
3631.59,2.960922869,10267.39,4.411917305
3633.88,2.95546568,10275.75,4.577813068
3638.45,3.055572274,10284.11,4.802678863
3643.03,2.998222246,10292.47,4.747867192
3647.61,2.946461225,10300.83,4.778623168
3652.19,3.028853744,10309.19,4.65351207
3654.48,3.103678729,10317.56,4.492531789
3659.05,2.988728106,10325.92,4.265773678
3663.63,3.072548628,10334.28,4.425542671
3668.21,3.143698455,10342.64,4.241202706
3672.79,3.085671949,10351,5.016814991
3677.36,3.115981402,10359.36,4.557220578
3679.65,2.91632068,10367.72,5.325979984
3684.23,3.135379793,10376.09,5.240900096
3688.81,3.061465661,10384.45,4.891227563
3693.6,3.047716544,10392.81,5.179012651
3698.39,3.336122862,10401.17,5.393952169
3700.78,3.135960362,10409.53,4.684745941
3705.57,3.098041492,10417.89,4.769813027
3710.36,3.08524299,10426.26,5.078001844
3715.15,3.286029168,10434.62,4.53641767
3719.94,2.996972199,10442.98,5.675130279
3724.73,3.032442675,10451.34,4.649144728
3727.13,3.165291579,10459.7,4.70456293
3731.92,3.065465612,10468.06,4.764121355
3736.71,3.103362938,10476.42,5.030836375
3741.5,3.115677472,10484.79,5.001221756
3746.29,2.86352728,10493.15,4.664822938
3748.68,3.206693072,10501.51,5.189415233
3753.47,3.223599852,10509.87,5.539651602
3758.27,3.321248832,10518.23,5.108306321
3763.06,3.25543612,10526.59,5.776993388
3767.85,3.189331224,10534.96,5.737953831
3772.64,3.1091444,10543.32,4.913363352
3775.03,3.381018377,10551.68,5.029861054
3779.82,3.206698232,10560.04,5.236102385
3784.61,3.186683985,10568.4,4.627457287
3789.4,3.297801503,10576.76,4.743067036
3794.19,3.214351499,10585.12,5.10882732
3796.59,3.211501764,10593.49,5.102981254
3801.38,3.291231457,10601.85,4.872751587
3806.17,3.275268677,10610.21,5.205575315
3810.96,3.390188096,10618.57,4.532599493
3815.75,3.33654554,10626.93,5.019595035
3820.54,3.312353064,10635.29,4.723498882
3822.93,3.392410778,10643.66,4.303230578
3827.72,3.397893318,10652.02,4.757133602
3832.51,3.169522395,10660.38,4.616769322
3837.3,3.179051337,10668.74,4.573740222
3842.09,3.195387844,10677.1,4.837123304
3844.49,3.072748428,10685.46,5.262482914
3849.28,3.037027529,10693.82,5.441787839
3854.07,3.013821638,10702.19,5.418445658
3858.86,3.065699847,10710.55,5.569298247
3863.65,2.840155138,10718.91,5.611090659
3868.44,2.887015161,10720.38,5.025943874
3870.83,2.957919374,10721.84,4.907494535
3875.63,2.813042228,10723.31,5.192312521
3880.42,2.897859991,10724.78,5.069690057
3885.21,2.987829408,10726.24,5.335506102
3890,3.064425215,10727.71,5.950462939
3892.39,2.947606272,10729.18,5.485565042
3897.18,2.829437586,10730.64,5.519315762
3901.97,2.980618636,10732.11,5.084717173
3904.37,3.005716281,10733.58,4.920216358
3909.16,2.930078303,10735.04,5.022926595
3913.95,2.919441111,10736.51,4.994776878
3918.74,2.859094019,10737.98,4.529188665
3923.53,2.846280681,10739.44,5.075511596
3928.32,2.762680169,10740.91,4.59970071
3933.28,2.741661548,10742.38,5.093622381
3938.25,2.67514285,10743.84,5.993181822
3943.21,2.634336628,10745.31,4.487600943
3948.18,2.628965501,10746.78,5.268538729
3953.14,2.719172331,10748.24,5.363914649
3958.11,2.786837582,10749.71,5.427301799
3963.07,2.774585661,10751.18,6.040084629
3968.04,2.875019049,10752.64,7.56112159
3973,2.954509558,10754.11,4.966651741
3977.97,2.808994199,10755.58,4.876930726
3982.94,2.850436915,10757.04,4.559233091
3987.9,2.962831795,10758.51,4.664328695
3992.87,2.816482916,10759.98,4.440655248
3997.83,2.585958534,10761.44,4.071943626
4002.8,2.595170853,10762.91,4.45491435
4007.76,2.529129794,10764.38,3.899593132
4012.73,2.733655639,10765.84,4.756761202
4017.69,2.797387837,10767.31,4.791750952
4022.66,2.742854123,10768.78,4.620946719
4027.62,2.890787818,10770.24,5.889965614
4032.59,2.8056272,10771.71,5.323181124
4037.55,2.696584472,10773.18,5.529924996
4042.52,2.835865054,10774.64,5.562905876
4047.48,2.775024777,10776.11,4.175249587
4052.45,2.807497039,10777.58,4.428524797
4057.41,2.886280577,10779.05,4.323456661
4062.38,2.910914607,10780.51,4.008689118
4067.34,2.797746143,10781.98,4.240972875
4072.31,2.872184888,10783.45,4.766347791
4077.27,2.684089408,10784.91,3.955290201
4082.24,2.823361048,10786.38,3.94473218
4087.21,2.696641565,10787.85,4.824131089
4092.17,2.929935099,10789.31,4.314861717
4097.14,2.929453108,10790.78,4.377448865
4102.1,3.253130849,10792.25,4.38341456
4107.07,3.070255188,10793.71,3.175413216
4112.03,2.789100127,10795.18,4.477431507
4117,3.008795922,10796.65,4.871373227
4121.96,2.918573193,10798.11,5.015522323
4126.93,2.950386172,10799.58,4.817435738
4131.89,3.061471996,10801.05,4.892866964
4136.86,2.953343148,10802.51,4.483364648
4141.82,2.898901114,10803.98,4.933117576
4146.79,3.087309713,10805.45,4.761330917
4151.75,3.193589096,10806.91,5.061721671
4156.72,2.971089002,10808.38,4.7783492
4161.68,2.994215973,10809.85,5.360834028
4166.65,2.891108949,10811.31,5.168335223
4171.61,2.869318349,10812.78,5.043816047
4176.58,2.773942819,10814.25,5.121616349
4181.32,2.651743939,10815.71,4.627708399
4186.06,2.643935388,10817.18,4.955946411
4190.8,2.707663653,10818.65,5.739921521
4195.54,2.877703739,10820.11,4.897128815
4200.28,2.968325224,10821.58,4.65450965
4205.02,2.856307154,10823.05,4.609789132
4209.75,NaN,10824.51,4.676490565
4214.49,NaN,10825.98,4.268812885
4219.23,3.228826156,10827.45,4.229236298
4228.71,2.793208009,10828.91,4.26969745
4233.45,2.40356101,10830.38,4.733819891
4238.19,2.921624301,10831.85,4.561279763
4242.93,2.905850682,10833.31,5.055575115
4247.67,3.080565058,10834.78,4.716264233
4252.41,3.189397972,10836.25,5.173619028
4257.15,3.011168082,10837.71,5.617679776
4261.89,2.928103101,10839.18,5.550076141
4266.62,2.824999746,10840.65,4.697334928
4271.36,2.668862545,10842.11,5.155637108
4276.1,2.85529602,10843.58,4.225435035
4280.84,2.893029567,10845.05,4.468743851
4285.58,2.840135284,10846.51,4.879342291
4290.32,2.844158915,10847.98,5.191506524
4295.06,2.849638008,10849.45,5.243126326
4299.8,2.831937223,10850.92,5.197637239
4304.54,2.941437664,10852.38,5.51362074
4309.28,2.851537444,10853.85,5.17276989
4314.02,2.775358551,10855.32,6.402055385
4318.76,2.743881221,10856.78,6.69279246
4323.49,2.866837733,10858.25,4.933551168
4328.23,2.82559426,10859.72,4.361459429
4332.97,2.885617929,10861.18,4.904402939
4337.71,3.059418159,10862.65,5.3508771
4342.45,3.10538124,10864.12,5.945017789
4347.19,3.126874082,10865.58,4.32943295
4351.93,3.305567151,10867.05,4.672172774
4356.67,3.124737218,10868.52,4.234439616
4361.41,3.158196189,10869.98,4.828829733
4366.15,3.152364344,10871.45,4.623109574
4370.89,3.236065633,10872.92,5.038272444
4375.63,3.396571313,10874.38,5.03202114
4380.36,3.361276001,10875.85,5.477214262
4385.1,3.231873343,10877.32,4.678737943
4389.84,3.283132139,10878.78,4.656787752
4394.58,3.330474905,10880.25,5.134447477
4399.32,3.517368813,10881.72,4.61819816
4404.06,3.519261672,10883.18,4.745415103
4408.8,3.297926474,10884.65,4.212705314
4413.54,3.30684203,10886.12,3.752851105
4416.28,3.250058752,10887.58,4.184432798
4419.02,3.26369773,10889.05,4.503439438
4421.75,3.12176895,10890.52,4.768275363
4424.49,3.243589926,10891.98,4.377478637
4427.23,3.24892946,10893.45,4.808496016
4429.97,3.112795108,10894.92,4.641019839
4432.71,3.207836858,10896.38,5.424052241
4435.45,3.034790001,10897.85,4.438856798
4438.18,2.899879619,10899.32,4.783358634
4440.92,2.893777259,10900.78,4.988285948
4443.66,2.879959927,10902.25,6.093743396
4446.4,2.729983911,10903.72,6.256069888
4449.14,2.709119965,10905.18,4.770805683
4451.88,2.561504517,10906.65,5.590138588
4454.62,2.625583195,10908.12,4.523987588
4457.35,2.479398728,10909.58,5.29236217
4460.09,2.648323675,10911.05,4.792394236
4462.83,2.799148915,10912.52,6.295266001
4465.57,2.603350842,10913.98,6.679958059
4468.31,2.93857386,10915.45,4.449501501
4471.05,2.929691521,10916.92,5.298555433
4473.78,3.079613758,10918.38,4.691738202
4476.52,3.019148765,10919.85,5.310019462
4479.26,2.815826401,10921.32,5.066169583
4482,2.665234297,10922.79,5.315041148
4484.74,2.72341542,10924.25,5.201160655
4487.48,2.680996019,10925.72,5.021862357
4490.21,2.709508991,10927.19,4.491349072
4492.95,2.72583204,10928.65,4.391533191
4495.69,2.672906116,10930.12,4.801285065
4498.43,2.76953252,10931.59,4.776196305
4501.17,2.903756489,10933.05,4.54144293
4503.91,2.752044802,10934.52,4.060214622
4506.65,2.701509794,10935.99,4.02620167
4509.38,2.722827213,10937.45,3.865832264
4512.12,2.681904921,10938.92,4.074708588
4514.86,2.674307544,10940.39,4.267489165
4517.6,2.653020137,10941.85,4.331452654
4520.34,2.642070893,10943.32,4.694688223
4523.08,2.874487725,10944.79,4.778214609
4525.81,2.728884288,10946.25,5.160081046
4528.55,2.827283887,10947.72,4.162182921
4531.29,2.894166364,10949.19,5.635503634
4534.03,2.774005488,10950.65,4.952869485
4536.77,2.729659012,10952.12,5.127651752
4539.51,2.816281855,10953.59,4.995569999
4542.24,2.908980603,10955.05,4.469295915
4544.98,2.898323436,10956.52,5.790171052
4547.72,2.963691751,10957.99,4.560132588
4550.46,3.08713874,10959.45,5.181008356
4552.24,3.165214557,10960.92,4.467065144
4554.03,2.826985704,10962.39,4.511650402
4555.81,2.770576465,10963.85,4.960620851
4557.6,2.905059565,10965.32,4.8940123
4559.38,2.967489061,10966.79,4.858137288
4561.17,2.840583091,10968.25,5.555781826
4562.95,3.043427147,10969.72,5.471556926
4564.74,2.689319164,10971.19,4.713982681
4566.52,2.523738594,10972.65,4.972252325
4568.31,2.685634591,10974.12,4.834912606
4570.09,2.631050324,10975.59,4.909484014
4571.88,2.815424192,10977.05,5.104522839
4573.66,2.793905481,10978.52,5.340497343
4575.45,2.637925468,10979.99,5.594109843
4577.23,2.61678861,10981.45,5.508431964
4579.02,2.700092222,10982.92,5.522291741
4580.8,2.744696824,10984.39,5.178634592
4582.59,2.540687484,10985.85,5.303521194
4584.37,2.637426451,10987.32,5.194486293
4586.16,2.515642615,10988.79,5.231519886
4587.94,2.660909838,10990.25,4.727908245
4589.73,2.881286686,10991.72,4.455759635
4591.51,2.61737004,10993.19,4.693941021
4593.29,2.623364579,10994.66,4.204075678
4595.08,2.67252734,10996.12,4.383587915
4596.86,2.587331445,10997.59,5.621004548
4598.65,2.687157124,10999.06,5.316242173
4600.43,2.674704668,11000.52,5.381247149
4602.22,2.710906404,11001.99,5.012356658
4604,2.676501843,11003.46,NaN
4605.79,2.691082668,11004.92,5.436628982
4607.57,2.973976283,11006.39,5.360033829
4609.36,2.73415802,11007.86,4.758716287
4611.14,2.651502754,11009.32,5.403931948
4612.93,2.616140986,11010.79,4.8797505
4614.71,2.609850278,11012.26,5.327876169
4616.5,2.576827745,11018.72,5.232110788
4618.28,3.093644739,11025.18,4.708911745
4620.07,2.993296219,11031.64,5.181535668
4621.85,3.054844689,11038.11,7.810514877
